expression	1.2578484147684867
expression	1.8032896209438158
expression	2.46253524982808
expression	3.9541901266057966
expression	3.890147760278701
expression	5.423176203570801
expression	3.040018039591927
expression	2.4745114408747955
expression	2.346340776856834
expression	3.4971672088327823
expression	2.2186558000346914
expression	3.597515182667064
expression	2.6341995121480464
neither	1.2578484147684867
neither	2.388002197965513
neither	2.410914628065599
neither	4.080941832244941
neither	1.8032896209438158
neither	2.5758639351350827
neither	2.5832242895413753
splicing	1.1890696989735412
splicing	1.1885700736821088
splicing	3.1391531284368144
splicing	3.0453343732191596
splicing	2.464919041183356
splicing	1.8691426345480198
splicing	0.2560940173869362
splicing	0.7199826982657991
splicing	3.333727430414719
splicing	2.866216236142743
splicing	3.8299611266435876
splicing	2.7816588481146796
splicing	0.9652267421255004
splicing	1.425080959323266
splicing	0.3519613641755059
splicing	1.0913847421064615
splicing	1.0787738558674267
splicing	1.7403495132882154
splicing	3.568316027974802
splicing	1.977027434046379
splicing	0.5268816009399554
splicing	4.2261238420894385
splicing	3.768786903274434
splicing	4.605880593487396
splicing	4.391916096932182
splicing	2.2135383196875362
splicing	2.2659312537484824
splicing	3.4513326724889826
splicing	4.832838516877076
splicing	1.338262949829163
splicing	3.041079047649021
splicing	1.1715659495756174
splicing	4.351750055206848
splicing	4.4380458686596835
splicing	3.9229375831016924
splicing	1.2718648167420223
splicing	1.1645518110399042
splicing	5.356484829072128
splicing	3.5434479613967884
splicing	5.029271917863713
both	0.2560940173869362
both	0.3519613641755059
both	0.5097609578944274
both	0.9175088824663681
both	3.853602889700628
both	2.250886077939605
both	1.1885700736821088
both	0.5268816009399554
both	3.5399453308455864
both	0.10494352732182247
both	2.2284988605221283
both	1.338262949829163
both	2.053900566958636
both	2.8023463877148074
